1,0,7,シースティ,元々、実力はほぼ互角。その状態で勝てるわけがないでしょう？
2,0,12,ルイス,それでも……俺は、お前に伝えなければならない。
3,0,8,シースティ,……いいでしょう。そこまで言うなら話してみなさい。
4,0,8,シースティ,そんな……いえ、信じられません。 
5,0,8,シースティ,あの事件の元凶がルミナだなんて。
6,0,12,ルイス,……正直俺もあまり信用できていない。しかし、 
7,0,12,ルイス,クロトがそんな嘘をつく理由もない。
8,0,8,シースティ,どちらの部隊も襲われたという矛盾した主張…… 
9,0,8,シースティ,それが、変身したルミナの仕業なら実現する…… 
10,0,9,ルイス,ああ、これ以上は本人に聞く必要があるだろう。
11,0,7,シースティ,ええ……信じたくはありませんが、それを証明するためにもルミナとは話さなければいけませんね。
12,0,15,ルミナ,嘘をつくのは得意だよ。……いや、『得意だった』が正解かな。まあ、いいや。 
13,0,15,ルミナ,半年間は私の願いが叶ったんだし、それで満足する。
14,0,15,ルミナ,ごめんね。シースティちゃん。
15,0,8,シースティ,ルミナ……なんで、あんなことをしたんですか？
16,0,15,ルミナ,……ルイスが邪魔だったからだよ。 
17,0,15,ルミナ,私は、シースティちゃんの一番になりたかった。 
18,0,15,ルミナ,でも、あいつがいたら私は絶対に一番になれない。 
19,0,15,ルミナ,だから、一番になるんじゃなくて、一番を振り落とすことにしたの。
20,0,15,ルミナ,じゃあ、三人とも。さようなら。
21,0,8,シースティ,そんな…… 
